$^遠いところありがとうね、(.+?)くん。$	먼 곳까지 와줘서 고마워요, $1군.
$^ほら、ちゃんと聞こえるように言ってみて、(.+?)$	이봐요, 제대로 들리도록(듯이) 말해 봐, $1
$^恥じらう(.+?)も可愛いね。$	부끄러워하는$1도 사랑스럽다.
$^ふーん、(.+?)がそう言う態度を取るんなら、少し俺にも考えがあるよ？$	음.. $1가 그렇게 말하는 태도를 취한다면, 조금 나에게도 생각이 있어?
$^……きっとみんな大注目してくれるね。(.+?)、綺麗だしね。$	…… 반드시 모두대주목해 주네요. $1, 예쁘니까.
$^ん？　(.+?)。どうかした？$	응? $1. 어떻게든 했어?
$^強いて言うなら、(.+?)みたいなメイドが側に居たら、かもね？$	억지로 말한다면, $1같은 메이드가 곁에 있으면, 일지도?
$^いや、俺は(.+?)と話したいから。$	아니, 나는 $1이라고 이야기하고 싶으니까.
$^(.+?)と話したいからね、緊張してるヒマなんてないよ。$	$1라고 이야기하고 싶으니까, 긴장하고 있는 짬 같은거 없어.
$^はは、どういたしまして。でも、俺が(.+?)に興味あるだけだからさ。$	는은, 천만에요. 그렇지만, 내가 $1에 흥미 있을 뿐(만큼)이니까.
$^はは、それだけじゃないけどね。(.+?)はどう？　俺に興味はない？$	는은, 그것뿐이 아니지만 말야. $1는 어때? 나에게 흥미는 없어?
$^いいよ。ゆっくり、(.+?)らしくしてればそれで。$	좋아. 천천히, $1인것 같게 하고 있으면 그것으로.
$^(.+?)は、お酒はどれぐらい飲めるの？$	$1는, 술은 어느 정도 마실 수 있는 거야?
$^それにもう、(.+?)はちゃんと出来てるんじゃない？$	거기에 이제(벌써), $1는 잘 나오고 와 있는 것이 아니야?
$^いやいや、いいよ全然。素直に思ったことを言ったほうが、(.+?)らしいと思うな。$	아니아니, 좋아 전혀. 솔직하게 생각한 것을 말하는 편이, $1인것 같다고 생각하는구나.
$^でも(.+?)は、一緒にいると落ち着けるっていうか……そういう魅力があると思うから。$	그렇지만$1은, 함께 있으면 안정시킨다 라고 할까…… 그러한 매력이 있다고 생각하기 때문에.
$^間違いないよ。(.+?)は魅力的だって、俺が保証する。$	틀림없어. $1는 매력적도, 내가 보증한다.
$^まぁ(.+?)も、そのうち楽しめるようになるんじゃないかなぁ。$	아무튼 $1도, 그 중 즐길 수 있게 되는 것이 아닐까.
$^もちろん。(.+?)だって、なにも感じないわけじゃないでしょ？$	물론. $1도, 아무것도 느끼지 않을 것이 아니지요?
$^でも俺は(.+?)のこと、可愛いと思ってる。だから、俺にはあるんだよ。$	그렇지만 나는$1의 일, 사랑스럽다고 생각하고 있다. 그러니까, 나에게는 있는거야.
$^慣れてくれば、(.+?)も気持ちよくなるよ。$	익숙해져 준다면, $1도 기분 좋아진다.
$^(.+?)ってどんな本が好きなのかな？$	$1는 어떤 책을 좋아하는 것일까?
$^え！？　あ、いや、それって(.+?)じゃなくて読書する人に失礼なのでは……？$	네!? 아, 아니, 그 거$1가 아니고 독서하는 사람에게 실례인 것은……?
$^えっと、話を戻すけれど……(.+?)ってどんな本が好き？$	어라고 이야기를 되돌리지만……$1는 어떤 책을 좋아해?
$^(.+?)の好きな音楽は？$	$1가 좋아하는 음악은?
$^(.+?)の好きなＴＶ番組はなに？$	$1가 좋아하는 TV프로그램은 뭐?
$^(.+?)もだんだん俺のことがわかってきたね。$	$1도 점점 나의 일이 알게 되었군요.
$^(.+?)は、好きなスポーツって何かある？$	$1는, 좋아하는 스포츠라는거 뭔가 있어?
$^……いや、(.+?)も結構変わってると思うけどね。$	…… 아니, $1도 상당히 변한다고 생각하지만 말야.
$^それとも(.+?)、俺のスポーツに付き合ってくれる？$	그렇지 않으면$1, 나의 스포츠에 교제해 줄래?
$^気まぐれか。(.+?)も、なんだかそういうところがあるよね。$	변덕스러운가. $1도, 뭔가 그러한 곳이 있네요.
$^そ、そうか。そりゃあ猫好きの(.+?)には負けるかもしれないな……$	그런가. 그렇다면 고양이 좋아하는$1에는 질지도 모르는구나……
$^じゃあ(.+?)も、悪い人じゃないわけだね。俺も、ご主人様として嬉しいよ。$	자$1도, 나쁜 사람이 아닌 것이구나. 나도, 주인님으로서 기뻐.
$^(.+?)はさ、好きだった科目とか授業ってある？$	$1는, 좋아했던 과목이라든지 수업은 있어?
$^へえ、そうなんだ。なんだか(.+?)らしいな。$	에 네, 그렇다. 뭔가$1인것 같은데.
$^(.+?)が理数系っぽいって話。別に、文科系が苦手って事ではないけどさ。$	$1가 이수계 같다는 이야기. 별로, 문과계에 약하다는 일은 아니지만 말야.
$^だよね。の感じが、(.+?)っぽいなと思って。$	(이)지요. 의 느낌이, $1같다라고 생각해.
$^あ、でも(.+?)がそういうのを楽しみにしてるの、なんか意外だな。$	아, 그렇지만$1이 그러한 것을 기대하고 있는 것, 뭔가 의외이다.
$^確かにね。それに、食べ物だけじゃなくて、(.+?)の言う通り雪やイルミネーションも綺麗だ。$	확실히. 게다가, 음식 뿐이 아니고, $1가 말하는 대로눈이나 일루미네이션도 예쁘다.
$^うん、(.+?)、なんだかすごく楽しそうだ。表情はあんまり変わっていないけど。$	응, $1, 뭔가 굉장히 즐거운 듯 하다. 표정은 너무 변함없지만.
$^い、言ったけど……あれ、もしかして(.+?)、あまり夏は好きじゃない、かな……？$	있고, 말했지만…… 저것, 혹시$1, 그다지 여름은 좋아하지 않는다, 일까……?
$^(.+?)って、何か好きな食べ物はあるかな。$	$1는, 뭔가 좋아하는 음식은 있을까나.
$^今こうやって(.+?)と一緒だと、お酒が美味しくなって、どんどん飲んじゃうけどね。$	지금 이렇게 해$1와 함께라고, 술이 맛있어져, 자꾸자꾸 마셔 버리지만 말야.
$^うん。(.+?)にも楽しくなってもらえるように、頑張るよ。$	응. $1에도 즐거워져 받을 수 있도록(듯이), 노력한다.
$^あれ、その時って(.+?)がサンドイッチとかおにぎり作るの？$	저것, 그 때는$1이 샌드위치라든지 주먹밥 만드는 거야?
$^良いなぁ、(.+?)の手作りサンドイッチとかおにぎりとか……。俺も食べてみたいな。$	좋다, $1의 손수 만든 샌드위치라든지 주먹밥이라든지……. 나도 먹어 보고 싶은.
$^いやいや、レトルトカレーもカップラーメンも、すごく美味しいよ。(.+?)はあまり食べないの？$	아니아니, 리토르트 카레도 컵라면도, 굉장히 맛있어. $1는 그다지 먹지 않는거야?
$^今日はさ……(.+?)の恋愛観を教えてほしいんだけど。$	오늘은……$1의 연애관을 가르치기를 원하지만.
$^いや、そんな事はないと思うよ。(.+?)は綺麗だし、可愛いじゃないか。$	아니, 그런 일은 없다고 생각한다. $1는 예쁘고, 사랑스럽지 않은가.
$^嘘でも冗談でもお世辞でもないよ。……それで、さっきの話の続きだけど、(.+?)の恋愛観を教えてほしいんだ。$	거짓말에서도 농담도 겉치레말도 아니야. …… 그래서, 조금 전의 이야기의 계속이지만, $1의 연애관을 가르치기를 원한다.
$^ああ、そうなんだ。(.+?)、すごく可愛いじゃないか。$	아, 그렇다. $1, 굉장히 사랑스럽지 않은가.
$^そうかもしれないね、って話だよ。だって、(.+?)は素敵なメイドだからね。$	그럴지도 모른다, 라는 이야기야. 그렇지만, $1는 멋진 메이드니까.
$^(.+?)の休日の過ごし方は？　いつもどうしてる？$	$1의 휴일의 생활 방법은? 언제나 어떻게 하고 있어?
$^違ったか……(.+?)が恥ずかしいところって言うからさ。$	달랐는지……$1가 부끄러운 곳이라고 말할테니까.
$^ねぇ、(.+?)。もし宝くじが当たったらどうする？$	응, $1. 만약 복권이 당첨되면 어떻게 해?
$^立派だね。それに俺は(.+?)のこと大切に想ってるから、もう半分は叶っちゃってるね。$	훌륭하다. 거기에 나는$1의 일 소중히 생각하고 있기 때문에, 이제(벌써) 반은 실현되어 버리고 있네요.
$^なら、(.+?)は可愛いから、道を歩けば声を掛けられるんじゃない？$	라면, $1는 사랑스럽기 때문에, 길을 걸으면 말을 걸려지는 것이 아니야?
$^はは、(.+?)なら絵になりそうだね。$	는은, $1라면 그림이 될 것 같네.
$^えっ？　俺も愛してるよ、(.+?)。$	어? 나도 사랑하고 있다, $1.
$^(.+?)みたいな可愛い女の子に言われたら、みんなドキッとするんじゃないかな。$	$1같은 사랑스러운 여자 아이에게 들으면, 모두 두근 하는 것이 아닐까.
$^そっか、よかったよ。俺が言うのもなんだけど、やっぱり(.+?)はクールなほうが素敵だからさ。$	그래, 좋았어요. 내가 말하는 것도 뭐 하지만, 역시$1는 쿨한 편이 멋지기 때문에.
$^俺には、(.+?)みたいな落ち着きが欲しいよ。$	나에게는, $1같은 침착성을 갖고 싶어.
$^はは、でも(.+?)と話すの、俺は楽しいよ。$	는은, 그렇지만$1이라고 이야기하는 것, 나는 즐거워.
$^えっ？　今の(.+?)かぁ……$	어? 지금의$1인가……
$^はは、(.+?)も案外、普通の女の子ってことだと思うよ。$	는은, $1도 의외로, 보통 여자 아이라는 것이라고 생각한다.
$^みんなも、だんだんわかってくるよ。(.+?)の……味？　っていうものがさ。$	모두도, 점점 알게 된다. $1의…… 맛? 라고 하는 것이 말야.
$^上手く言えないけど、自分のことを可愛くないと思っちゃってる、(.+?)が可愛いと思うんだよ。$	능숙하게 말할 수 없지만, 자신의 일을 사랑스럽지 않다고 생각해 버리고 있다, $1가 사랑스럽다고 생각하는거야.
$^はは、(.+?)らしいね。$	는은, $1인것 같다.
$^ごめんごめん。でもそういうことを気にする(.+?)は可愛いよ。不器用だけど、真面目なんだなってわかる。$	미안 미안. 그렇지만 그런 일을 신경쓰는$1은 사랑스러워. 서투르지만, 성실한 것이구나 하고 안다.
$^それは困るよ！　(.+?)が男だったら、エッチ出来なくなっちゃう！$	그것은 곤란하다! $1가 남자라면, 엣치할 수 없게 되어 버린다!
$^いや、その、男だとしても(.+?)のことは好きだけど、たぶん……さすがにエッチはちょっと……$	아니, 그, 남자라고 해도$1의 일은 좋아하지만, 아마…… 과연 엣치는 조금……
$^……うん、すごく冷静だね。(.+?)を驚かせようと思ったら、とりあえずこれらは無意味ってわけだ。$	…… 응, 굉장히 냉정하다. $1를 놀래키려고 생각하면, 우선 이것들은 무의미하다는 것이다.
$^いや、(.+?)の驚く様子はさぞ可愛いだろうなって思ったから。$	아니, $1가 놀라는 모습은 필시 사랑스러울거라고 생각했기 때문에.
$^(.+?)はいつも淡々としてるから……怖がったりするのかなって。$	$1는 언제나 담담하고 있기 때문에…… 무서워하거나 하는 것일까 하고.
$^そうみたいだね。(.+?)の怖いものってなに？$	그런 것 같네. $1의 무서운 것은 뭐?
$^いや、(.+?)が度胸があるんだよ。$	아니, $1가 담력이 있는거야.
$^(.+?)が作ってくれるなら嬉しいよ。楽しみにしてるね。$	$1가 만들어 준다면 기뻐. 기대하고 있네요.
$^ふふ、楽しみだな。(.+?)のご飯なんて、想像するだけで嬉しくなっちゃうな。$	후후, 기다려진다. $1의 밥이라니, 상상하는 것만으로 기뻐져 버리는군.
$^仕方がないじゃないか。(.+?)を前にしてお酒を飲んでるんだから、こうなっても仕方ないと思う。$	어쩔 수 없지 않은가. $1를 앞에 두고 술을 마시고 있기 때문에, 이렇게 되어도 어쩔 수 없다고 생각한다.
$^ありがとう。俺も好きだよ、(.+?)のこと。$	고마워요. 나도 좋아해, $1의 일.
$^もう俺はさ、(.+?)がいないと生きていけないんだよ。$	이제(벌써) 나는, $1가 없으면 살아갈 수 없어.
$^ご、ごめん、ほんの冗談だよ。引っかかるとは思わなくて！　もちろん俺は(.+?)のこと愛してるよ？$	미안, 그저 농담이야. 걸린다고는 생각하지 않아서! 물론 나는$1의 일 사랑하고 있어?
