身長	신　장
純真なメイド服。初心だったあの頃の思い出です。ピュアな気持ちを忘れないで。	순수한 메이드복.\n초보였던 그 시절의 추억이 떠오릅니다.\n순수했던 마음을 잊지 말아줘.
DLsite・エル・スウィートセット	DLsiteㆍElleㆍSweet 세트
DLsiteのマスコットキャラの一人、エルちゃんのコスチュームセット。これでエルちゃんになりきろう。	DLsite의 마스코트 캐릭터인 에루의 코스튬 세트. 이걸로 에루한테 되는.
DLsite・サイ・リリーセット	DLsiteㆍSaiㆍLily 세트
DLsiteのマスコットキャラの一人、サイちゃんのコスチュームセット。これでサイちゃんになりきろう。	DLsite의 마스코트 캐릭터인 사이의 코스튬 세트. 이걸로 사이한테 되는.
DLsite・ディル・ブラッドセット	DLsiteㆍDilleㆍBlood 세트
DLsiteのマスコットキャラの一人、ディルちゃんのコスチュームセット。これでディルちゃんになりきろう。	DLsite의 마스코트 캐릭터인 디르의 코스튬 세트. 이걸로 디르한테 되는.
LAMUNATION!・アイリス衣装セット	LAMUNATION!ㆍ아이리스 의상 세트
WHITE POWDERコラボ衣装。LAMUNATION!のアイリスの衣装セット。	WHITE POWDER 콜라보 의상.\nLAMUNATION!의 아이리스의 의상 세트.
LAMUNATION!・らむね衣装セット	LAMUNATION!ㆍ라무네 의상 세트
WHITE POWDERコラボ衣装。LAMUNATION!のらむねの衣装セット。	WHITE POWDER 콜라보 의상.\nLAMUNATION!의 라무네의 의상 세트.
LiLiTH・対魔忍アサギセット	LiLiTHㆍ대마인 아사기 세트
LiLiTHコラボ衣装。対魔忍アサギの衣装セット。井河家の跡取りにして最強の対魔忍。これであなたのメイドも対魔忍！……性感もアサギ級に！？	LiLiTH 콜라보 의상.\n대마인 아사기의 의상 세트.\n이가와가의 상속자로 최강의 대마인.\n이걸로 당신의 메이드도 대마인!\n……성감도 아사기급으로!?
Ｐｉａ３・フローラルミント	PiaCarrot3ㆍ플로럴 민트
Ｐｉａキャロット美崎海岸通り店（４号店）の制服。爽やかフローラルミントな制服です。	Pia캐럿 미사키 해안길점(4호점)교복.산뜻한 플로럴 민트인 교복이에요.
Ｐｉａ３・ぱろぱろ	PiaCarrot3ㆍ파로파로
Ｐｉａキャロット美崎海岸通り店（４号店）の制服。赤くてスウィーツな制服です。	Pia캐럿 미사키 해안길점(4호점)교복. 붉고 디저트인 교복이에요.
Ｐｉａ３・トロピカル	PiaCarrot3ㆍ트로피컬
Ｐｉａキャロット美崎海岸通り店（４号店）の制服。トロピカルタイプ。	Pia캐럿 미사키 해안길점(4호점)교복. 열대형.
エキゾチックダンサーセット	이그조틱 댄서 세트
エキゾチックなダンサーセット。派手な装飾がジャラジャラ。異国情緒たっぷりです。	이국적인 댄서 세트. 화려한 장식이 쟈라쟈라. 이국 정서가 가득합니다.
ゴシックレースドレスセット	고딕 레이스 드레스 세트
ゴシックレースドレスのセット。少女達の夢と闇、そして可愛く上品に。甘過ぎず、辛過ぎずが大事です。	고딕 레이스 드레스의 세트. 소녀들의 꿈과 어둠, 그리고 귀여운 품위 있게.너무 달다 않고 너무 매운 않지만 중요합니다.
サキュバスマイクロミニドレスセット	서큐버스 마이크로 미니 드레스 세트
夢魔のミニドレスセット。自然と艶のある振る舞いが出来ます。寝ていたら色々と吸われそうです。	악몽의 미니 드레스 세트. 자연과 재미 있는 행보가 됩니다. 자고 있으면 여러가지를 못 피울 것 같습니다
タユタマ・制服セット	타유타마ㆍ제복 세트
Lump of Sugarコラボ衣装。タユタマの創聖学院女子学部の制服セット。	Lump of Sugar 콜라보 의상.\n타유타마의 소우세이 학원 여자학부의 제복 세트.
タユタマ2・制服セット	타유타마 2ㆍ제복 세트
Lump of Sugarコラボ衣装。タユタマ2の私立鷹千帆学院の制服セット。	Lump of Sugar 콜라보 의상.\n타유타마 2의 사립 타카치호 학원의 제복 세트.
まいてつ・ハチロク衣装セット	마이테츠ㆍ하치로쿠 의상 세트
Loseコラボ衣装。まいてつのハチロクの衣装セット。旧帝鉄8620形蒸気機関車トップナンバー機8620専用レイルロオド。	Lose 콜라보 의상.\n마이테츠의 하치로쿠 의상 세트.\n구 제국철도 8620형 증기기관차 톱넘버 8620호 전용 레일로드.
まいてつ・れいな衣装セット	마이테츠ㆍ레이나 의상 세트
Loseコラボ衣装。まいてつのれいなの衣装セット。御一夜鉄道キハ07S専用レイルロオド。	Lose 콜라보 의상.\n마이테츠의 레이나 의상 세트.\n오히토요 철도 키하07S 전용 레일로드.
ミリタリーワンピースセット	밀리터리 원피스 세트
軍人っぽいワンピースセット。戦場にいたら目を奪われそう。折角だから上官であってほしい。敵に回しくない可愛さです。	군인 같은 원피스 세트. 전쟁터에 있었더니 눈을 뺏길 것 같아. 모처럼이니까 상관이었으면 좋겠다. 적으로 돌리지 않는 귀여움입니다.
ワガハイ・桜翠学園制服セット	와가하이ㆍ오우스이학원 제복 세트
まどそふとコラボ衣装。ワガママハイスペックの桜翠学園の制服セット。	마도소프트 콜라보 의상.\n와가마마 하이스펙의 오우스이학원 제복 세트.
女教師セット	여교사 세트
女教師っぽい服のセット。こんな先生に授業を受けたい。黒板より先生に夢中になりそうです。	여선생 같은 옷 세트. 이런 선생님께 수업을 받고 싶다. 칠판보다 선생님에 빠질 것 같아요.
裸リボンセット	알몸 리본 세트
裸リボンのセット。丁寧にラッピングしておきました。プレゼントは私です！	알몸 리본의 세트. 정중하게 포장하고 두었습니다. 선물은 저예요!
オフショルダー私服セット	오프 숄더 사복 세트
オフショルダー私服セット・白	오프 숄더 사복 세트
オフショルダー私服セット・紫	오프 숄더 사복 세트
オフショルダー私服セット・赤	오프 숄더 사복 세트
オフショルダー私服セット・黒	오프 숄더 사복 세트
オフショルダー私服のセット。セクシーかつ格好良く決まります。イケイケお姉さんにぴったり。	오프 숄더 사복의 세트. 섹시하고, 멋있어요.이케 이케 언니에게는 딱입니다.
ガーリーパーカーセット	걸리 파카 세트
ガーリーパーカーセット・桃＆白	걸리 파카 세트
ガーリーパーカーセット・白＆黒	걸리 파카 세트
ガーリーパーカーセット・赤＆白	걸리 파카 세트
ガーリーパーカーセット・黄＆白	걸리 파카 세트
女の子らしいパーカーのセット。いきいきと動きやすそうです。垢抜けない初々しさも秘めてます。	여자 다운 파카의 세트. 생생하게 움직이기 편할 것 같아요.세련되지 않은도 간직하고 있습니다.
カジュアルカーディガンセット	캐주얼 가디건 세트
カジュアルカーディガンセット・桃	캐주얼 가디건 세트
カジュアルカーディガンセット・灰	캐주얼 가디건 세트
カジュアルカーディガンセット・白茶	캐주얼 가디건 세트
カジュアルカーディガンセット・茶	캐주얼 가디건 세트
カジュアルなカーディガンのセット。ゆるく可愛く着崩しました。短いスカートもイイ感じです。	캐주얼한 가디건 세트. 완만한 귀여운 옷의 일부를 일부러 흐트러뜨립니다.짧은 치마도 좋았습니다.
カレッジガールセット	칼리지 걸 세트
カレッジガールセット・桃	칼리지 걸 세트
カレッジガールセット・灰	칼리지 걸 세트
カレッジガールセット・紫	칼리지 걸 세트
カレッジガールセット・青	칼리지 걸 세트
カレッジなガールの私服セット。少し控えめながらも可愛いコーデ。悩んだ時に無難に手に取れます。	칼리진 걸의 배 세트. 조금 겸손하면서도 귀여운 코디네이트.고민하기에 무난하게 손에 잡힙니다.
クールパーカーセット	쿨 파카 세트
クールパーカーセット・緑	쿨 파카 세트
クールパーカーセット・青	쿨 파카 세트
クールパーカーセット・黄	쿨 파카 세트
クールパーカーセット・黒	쿨 파카 세트
クールなパーカーのセット。かっこかわいく活動的に。より女の子の魅力を引き出します。	쿨한 파카의 세트.멋진 활동적으로. 더 여자의 매력을 끌어냅니다.
コンサバボレロセット	컨서버 볼레로 세트
コンサバボレロセット・灰	컨서버 볼레로 세트
コンサバボレロセット・紺	컨서버 볼레로 세트
コンサバボレロセット・茶	컨서버 볼레로 세트
コンサバボレロセット・赤	컨서버 볼레로 세트
おしゃれなボレロのセット。派手過ぎず地味過ぎず。素材の味を生かしていきます。	세련된 볼레로의 세트. 화려할 뿐 평범한 않는다.소재의 맛을 살려서 갑니다.
シェイプアップセット	셰이프업 세트
シェイプアップセット・桃＆青	셰이프업 세트
シェイプアップセット・白＆橙	셰이프업 세트
シェイプアップセット・緑＆水	셰이프업 세트
シェイプアップセット・黒＆赤	셰이프업 세트
シェイプアップにぴったりなセット。毎日一番キレイな私でいるために、レッツ・シェイプアップ！	셰이프 업에 좋은 세트. 매일 가장 깨끗한 제가 있기 때문에, 레츠 셰이프 업!
ジャージセット	트레이닝 세트
ジャージセット・橙	트레이닝 세트
ジャージセット・白	트레이닝 세트
ジャージセット・緑	트레이닝 세트
ジャージセット・芋	트레이닝 세트
ジャージセット・青	트레이닝 세트
ジャージセット・黒	트레이닝 세트
楽に着れるジャージセット。運動する時にぴったりです。たまに部屋着としても用いられる。	편하게 맞아 운동복 세트. 운동할 때에 딱 맞습니다.가끔 실내복으로도 이용된다.
スクールセーラーセット	스쿨 세일러 세트
スクールセーラーセット・緑	스쿨 세일러 세트
スクールセーラーセット・赤	스쿨 세일러 세트
スクールセーラーセット・青	스쿨 세일러 세트
スクールセーラーセット・黒	스쿨 세일러 세트
セーラー服のセット。ゆっくり食事をとる時間が無いときは、パンを口にくわえて走り出しましょう。	세일러복 세트.\n천천히 식사할 시간이 없을 때에는 빵을 입에 물고 달려봅시다.
